序号,产品名,当前轮次,成立日期,所属城市,产品介绍,所属企业,tag
10,启愈生物,C轮,2017-07-20,长沙市,启愈生物成立于2017年，是一家专注于创新生物药的研发型公司。公司的目标是针对中国和世界的难治的癌症、自身免疫性疾病和代谢疾病（如糖尿病，高血脂等）等疾病领域开发治疗性生物新药。启愈打造了优越的生物药管线，以开发满足患者迫切需要且用得起的生物药物。,湖南启愈生物技术有限公司,上海宇耀生物科技有限公司
11,舜景医药,A轮,2018-12-21,北京市,舜景医药成立于2018年，是由热景生物孵化的一家创新驱动型生物医药技术公司，致力于原创性（First in class，FIC）抗体药物的发现、开发以及商业化。凭借卓越的科研和创新药物开发能力和AI技术赋能，已经构建了国际慢性疾病系列创新抗体药物布局，涉及心脑血管、肿瘤、神经退行性等多种疾病的治疗。,北京舜景生物医药技术有限公司,上海宇耀生物科技有限公司
12,北京宇繁生物,B轮,2020-03-02,北京市,北京宇繁生物成立于2020年，是一家化学药物研发商，依靠TLR7/8靶向药物技术平台，打造包含“小分子抗肿瘤药-疫苗佐剂-抗体偶联药物”的三维立体研发体系，开发以临床价值为导向的治疗恶性肿瘤、传染性病毒和自身免疫病的新型药物。,北京森妙生物科技有限公司,上海宇耀生物科技有限公司
13,药领医药,未融资,2018-02-01,郑州市,药领医药是一家创新药物研发商，从事新药合成、药物分析、药物制剂等领域，目前项目有：创新药物的绿色工艺研发与产业化 ——克唑替尼关键的工艺开发及分子库的建立。,郑州药领医药科技有限公司,上海宇耀生物科技有限公司
14,辉启生物,股权融资,2018-06-25,杭州市,辉启生物是一家新型小分子药物研发商，该公司专注于从事生物、医药领域内的技术开发，致力于开发治疗肿瘤与自身免疫等疾病新型小分子药物，致力于提供创新疗法。,励缔（杭州）医药科技有限公司,上海宇耀生物科技有限公司
15,Treeline Biosciences,A轮,-,-,Treeline Biosciences是一家处于临床阶段的私营生物制药企业，致力于研发最高水平的创新药物。公司通过整合内部研发与前沿计算工具，将具有潜力的疾病靶点与成熟的药物研发方法相结合，选择有望重新定义癌症及其他重大疾病治疗方式的项目推进。,-,上海宇耀生物科技有限公司
16,赛乐医药,B轮,2010-12-14,上海市,赛乐医药科技是一家创新型药物研发商，通过其建立的独特药物传递技术及产品开发方面的专业性，面向国际医药市场开发新化合实体药物及专利保护到期的药品，包括口服固体制剂、口服液体制剂、透皮吸收系统等。,赛乐医药科技（上海）有限公司,上海宇耀生物科技有限公司
17,轩竹生物,IPO,2018-09-05,石家庄市,轩竹生物是一家新分子实体创新药物研发商，主要进行新分子实体药物的研究和开发，研究的领域主要包括抗感染领域、抗心血管代谢疾病领域、抗肿瘤领域等比较前沿的新药研发领域。,轩竹生物科技股份有限公司,上海宇耀生物科技有限公司
18,智耀生物,Pre-A轮,2022-01-26,苏州市,智耀生物成立于2022年，是一家专注于生物医药与人工智能药物研发的高科技企业，公司致力于通过创新技术推动新药研发，形成了集‘技术研发、产品开发、市场推广’为一体的综合服务体系。,智耀生物医药（苏州）有限公司,上海宇耀生物科技有限公司
19,恒诺康医药,股权转让,2013-03-20,广州市,恒诺康医药成立于2013年，致力于研发具有结构专利的小分子创新药和自主知识产权的mRNA疗法，以及高端核苷酸原料，以满足日益增长的医疗需求。,广州市恒诺康医药科技有限公司,上海宇耀生物科技有限公司
20,万何圆生物,A轮,2020-05-21,上海市,万何圆生物成立于2020年，是一家创新药物研发和临床转化服务提供商，公司以客户为中心、以最前沿的类器官技术为核心，致力于打造“类器官+”的精准医疗平台、新药研发及转化医学平台。截至目前，万何圆生物已累计成功构建的类器官，覆盖了肺癌、胃癌、肝癌、肠癌、胆囊癌、胰腺癌、肾癌、前列腺癌、乳腺癌、卵巢癌、骨与软组织肿瘤、头颈部肿瘤等30余癌种的类器官培养及药敏检测体系。,上海万何圆生物科技有限公司,上海宇耀生物科技有限公司
1,海盛医疗,A轮,2021-09-15,北京市,海盛医疗成立于2021年，是一家聚焦外周血管植介入医疗器械的研发与生产的企业。将国内专家学者核心技术进行转化，在外周血管疾病探索微创介入治疗术式新工具。,北京海盛医疗器械有限公司,即通医疗科技(上海)有限公司
2,融脉医疗,A轮,2020-03-11,上海市,融脉医疗成立于2020年，是一家专注于外周血管介入医疗器械研发的高新企业。公司由国内医疗器械行业顶尖研发团队组成，团队在血管介入领域拥有十数年深厚经验。,上海融脉医疗科技有限公司,即通医疗科技(上海)有限公司
3,畅德医疗,A+轮,2021-11-15,上海市,畅德医疗成立于2021年11月，是一个致力于在外周介入器械领域高效打造一整套完整的解决方案，针对外周动静脉疾病，研发药物球囊、导管、支架、血栓清除设备等产品。,上海畅德医疗科技有限公司,即通医疗科技(上海)有限公司
4,星脉通医疗,A轮,2021-12-23,武汉市,星脉通医疗成立于2021年，坐落在湖州市，是一家专注于人体外周血管领域创新医疗器械转化的平台公司，专注于人体外周血管领域的创新医疗器械科技转化及产业化，拥有从临床到评估、设计、工艺、GMP生产、销售一体的完整转化链条。,湖北星脉通医疗科技有限公司,即通医疗科技(上海)有限公司
5,瑞桥鼎科,A轮,2021-09-27,上海市,瑞桥鼎科成立于2021年9月，位于上海市，致力于高发慢病领域医疗器械的研发、生产与商业化。公司产品覆盖外周血管、神经科学、肿瘤诊疗一体化等领域，如DKaptain™高压球囊导管等。,瑞桥鼎科（上海）医疗科技有限公司,即通医疗科技(上海)有限公司
6,佰特微医疗,B轮,2021-02-02,深圳市,佰特微医疗成立于2021年2月，是一家专注于心衰及外周血管介入医疗器械领域，集研发、制造、销售和服务为一体的高科技医疗企业。公司坚持研发技术创新，开发原创或有差异化的医疗器械。,深圳佰特微医疗科技有限公司,即通医疗科技(上海)有限公司
7,脉微医疗,未融资,2014-09-05,北京市,脉微医疗是一家集医疗器械研发，生产，销售及售后服务于一体的高新企业，致力于为微创外科尤其是血管微创外科领域提供较先进的临床解决方案。,脉微（北京）医疗科技有限公司,即通医疗科技(上海)有限公司
8,适介医疗,A+轮,2021-10-18,广州市,适介医疗成立于2021年，是一家专注于神经介入器械研发、生产和销售的供应商，致力于成为全球经桡动脉入路神经介入器械的领导者，始终秉承“创新、优质、坦诚、共赢”的价值观，创新研发多款经桡动脉入路的神经介入产品，满足临床需求，让病患得到更安全有效的治疗。,适介医疗科技（广州）有限公司,即通医疗科技(上海)有限公司
9,应脉医疗,B轮,2020-04-16,上海市,应脉医疗成立于2020年，致力于创新医疗器械的产品开发、 生产和销售，公司产品管线布局广泛，涵盖了结构性心脏病治疗、泛血管疾病治疗、神经刺激和脑机接口平台等多个创新技术领域。公司目前有包括胸主动脉覆膜支架系统在内的4项III类医疗器械产品取得了NMPA注册证，另有包括二尖瓣修复系统在内的多项产品在研发和临床进程中。,应脉医疗科技（上海）有限公司,即通医疗科技(上海)有限公司
10,荷清和创,股权转让,2022-05-25,北京市,荷清和创创建于2022年5月，是一家主要从事血管介入类医疗器械研发和生产经营科技型中小企业，以临床需求为牵引，公司致力于微流控技术、超声技术在血管介入治疗方面的研究，取得了一批具有完全知识产权的科研成果。这些成果对新型高端医疗器械的开发具有重要支撑作用。,北京荷清和创医疗科技有限公司,即通医疗科技(上海)有限公司
11,昊朗医疗,B轮,2019-08-07,佛山市,昊朗医疗成立于2019年，是一家医疗器械开发商，专注于血管通路产品输液治疗产品和感染控制产品。致力于向医务人员提供优质的医用产品、先进的医疗技术和安全可靠的医疗方案。,广东昊朗医疗科技有限责任公司,即通医疗科技(上海)有限公司
12,以心医疗,C+轮,2017-08-22,上海市,以心医疗成立于2017年，是一家心血管创新医疗器械研发商，其产品主要涵盖介入心脏瓣膜治疗产品、介入冠脉药物球囊产品及介入心衰治疗产品，均为拥有全球知识产权且技术优秀的产品。,上海以心医疗器械股份有限公司,即通医疗科技(上海)有限公司
13,科库医疗,A轮,2016-11-11,上海市,科库医疗由杨伟强先生和美国创新医疗技术转化专家Elliot Reed博士于2016年创办，聚焦心血管医疗器械领域，尝试在全球搜寻和授权前沿的医疗灵感和技术专利，并在中国进行产品开发和产业化。,上海科库医疗技术有限公司,即通医疗科技(上海)有限公司
14,新尖科技,股权转让,2021-03-12,北京市,新尖科技致力于心血管领域创新医疗器械的研发，公司以终为始，持续不断在心血管领域进行研发创新，使得优质心血管介入产品可惠及更多人群。公司核心团队具有丰富的临床经验，具有解决临床需求针对性研发设计创新医疗器械的经验，且拥有强大的资源整合能力。,北京新尖科技有限公司,即通医疗科技(上海)有限公司
15,泥丸医疗,天使轮,2020-12-23,珠海市,泥丸医疗成立于2020年，是一家集研发、委托研发和生产于一体的创新型医疗器械研发和CDMO企业，公司专注于介入行业的细分领域，擅长介入导丝、导管、球囊和支架的开发。致力于将技术服务于客户，提供高品质的介入耗材。,珠海泥丸医疗器械有限公司,即通医疗科技(上海)有限公司
16,Alpine Medical,天使轮,2024-01-01,-,Alpine Medical成立于2024年，运营总部位于上海，聚焦于心衰领域创新医疗器械的研发和产业化，致力于为全球患者提供安全有效且可负担的治疗方案。首款产品采用完全自主知识产权的泵体、导管和系统化集成设计，在介入尺寸、辅助流量和溶血等关键性能指标方面达到或超过主要竞品，有望成为全球最优质且成本较低的可扩张心室辅助系统之一。,-,即通医疗科技(上海)有限公司
17,珩畅医疗,A轮,2021-12-31,杭州市,珩畅医疗是一家医疗器械研发服务提供商，专注于从事静脉血栓智能化治疗器械领域的研发、生产和商业化，坚持创新研发、解决临床痛点，力求开发一系列具有核心自主知识产权的国际创新型医疗器械产品。,杭州珩畅医疗科技有限公司,即通医疗科技(上海)有限公司
18,小闯医疗,天使+轮,2024-11-11,苏州市,小闯医疗成立于2024年，是一家专注于医疗领域的医疗器械研发商。司以创新为核心驱动力，聚焦十二指肠脉冲电场消融（PFA）等前沿技术，致力于为消化与代谢疾病领域提供安全、高效、创新的治疗解决方案。,苏州小闯医疗科技有限公司,即通医疗科技(上海)有限公司
19,心纪元医疗,天使轮,2024-06-27,上海市,心纪元医疗成立于2022年，总部位于上海张江，专注于心脏瓣膜产品的创新与研发，致力于突破瓣膜性心脏疾病的治疗瓶颈，为全球瓣膜疾病患者提供更安全、更高效、更经济的医疗解决方案，秉承技术创新与临床需求相结合的理念，推出了具有突破性的聚合物瓣膜产品，有效集成了机械瓣和生物瓣的优势，具有使用寿命长、零钙化、低凝血、高生物相容性等优点，并极大降低了治疗成本，这一创新产品还有望解决国内瓣膜企业瓣叶材料依赖进口的问题，进一步推动国内医疗器械行业的发展。,上海心纪元创时代生命科学有限公司,即通医疗科技(上海)有限公司
20,洲瓴医疗,股权转让,2021-08-12,中山市,洲瓴医疗（InterHill MED）是一家以研发为驱动的创新型医疗设备企业，致力于为中国及全球患者提供高品质的医疗器械，治疗神经系统、心脑系统及其他危及生命的重大疾病。公司自2021年正式运营以来，通过自主研发及合作开发，建立了一条从临床前到临床阶段的丰富产品管线，构建了完整的电生理设备系统解决方案。,洲瓴（中山）医疗器械有限公司,即通医疗科技(上海)有限公司
1,海盛医疗,A轮,2021-09-15,北京市,海盛医疗成立于2021年，是一家聚焦外周血管植介入医疗器械的研发与生产的企业。将国内专家学者核心技术进行转化，在外周血管疾病探索微创介入治疗术式新工具。,北京海盛医疗器械有限公司,上海阶梯医疗科技有限公司
2,融脉医疗,A轮,2020-03-11,上海市,融脉医疗成立于2020年，是一家专注于外周血管介入医疗器械研发的高新企业。公司由国内医疗器械行业顶尖研发团队组成，团队在血管介入领域拥有十数年深厚经验。,上海融脉医疗科技有限公司,上海阶梯医疗科技有限公司
3,畅德医疗,A+轮,2021-11-15,上海市,畅德医疗成立于2021年11月，是一个致力于在外周介入器械领域高效打造一整套完整的解决方案，针对外周动静脉疾病，研发药物球囊、导管、支架、血栓清除设备等产品。,上海畅德医疗科技有限公司,上海阶梯医疗科技有限公司
4,星脉通医疗,A轮,2021-12-23,武汉市,星脉通医疗成立于2021年，坐落在湖州市，是一家专注于人体外周血管领域创新医疗器械转化的平台公司，专注于人体外周血管领域的创新医疗器械科技转化及产业化，拥有从临床到评估、设计、工艺、GMP生产、销售一体的完整转化链条。,湖北星脉通医疗科技有限公司,上海阶梯医疗科技有限公司
5,瑞桥鼎科,A轮,2021-09-27,上海市,瑞桥鼎科成立于2021年9月，位于上海市，致力于高发慢病领域医疗器械的研发、生产与商业化。公司产品覆盖外周血管、神经科学、肿瘤诊疗一体化等领域，如DKaptain™高压球囊导管等。,瑞桥鼎科（上海）医疗科技有限公司,上海阶梯医疗科技有限公司
6,佰特微医疗,B轮,2021-02-02,深圳市,佰特微医疗成立于2021年2月，是一家专注于心衰及外周血管介入医疗器械领域，集研发、制造、销售和服务为一体的高科技医疗企业。公司坚持研发技术创新，开发原创或有差异化的医疗器械。,深圳佰特微医疗科技有限公司,上海阶梯医疗科技有限公司
7,脉微医疗,未融资,2014-09-05,北京市,脉微医疗是一家集医疗器械研发，生产，销售及售后服务于一体的高新企业，致力于为微创外科尤其是血管微创外科领域提供较先进的临床解决方案。,脉微（北京）医疗科技有限公司,上海阶梯医疗科技有限公司
8,适介医疗,A+轮,2021-10-18,广州市,适介医疗成立于2021年，是一家专注于神经介入器械研发、生产和销售的供应商，致力于成为全球经桡动脉入路神经介入器械的领导者，始终秉承“创新、优质、坦诚、共赢”的价值观，创新研发多款经桡动脉入路的神经介入产品，满足临床需求，让病患得到更安全有效的治疗。,适介医疗科技（广州）有限公司,上海阶梯医疗科技有限公司
9,应脉医疗,B轮,2020-04-16,上海市,应脉医疗成立于2020年，致力于创新医疗器械的产品开发、 生产和销售，公司产品管线布局广泛，涵盖了结构性心脏病治疗、泛血管疾病治疗、神经刺激和脑机接口平台等多个创新技术领域。公司目前有包括胸主动脉覆膜支架系统在内的4项III类医疗器械产品取得了NMPA注册证，另有包括二尖瓣修复系统在内的多项产品在研发和临床进程中。,应脉医疗科技（上海）有限公司,上海阶梯医疗科技有限公司
10,荷清和创,股权转让,2022-05-25,北京市,荷清和创创建于2022年5月，是一家主要从事血管介入类医疗器械研发和生产经营科技型中小企业，以临床需求为牵引，公司致力于微流控技术、超声技术在血管介入治疗方面的研究，取得了一批具有完全知识产权的科研成果。这些成果对新型高端医疗器械的开发具有重要支撑作用。,北京荷清和创医疗科技有限公司,上海阶梯医疗科技有限公司
11,昊朗医疗,B轮,2019-08-07,佛山市,昊朗医疗成立于2019年，是一家医疗器械开发商，专注于血管通路产品输液治疗产品和感染控制产品。致力于向医务人员提供优质的医用产品、先进的医疗技术和安全可靠的医疗方案。,广东昊朗医疗科技有限责任公司,上海阶梯医疗科技有限公司
12,以心医疗,C+轮,2017-08-22,上海市,以心医疗成立于2017年，是一家心血管创新医疗器械研发商，其产品主要涵盖介入心脏瓣膜治疗产品、介入冠脉药物球囊产品及介入心衰治疗产品，均为拥有全球知识产权且技术优秀的产品。,上海以心医疗器械股份有限公司,上海阶梯医疗科技有限公司
13,科库医疗,A轮,2016-11-11,上海市,科库医疗由杨伟强先生和美国创新医疗技术转化专家Elliot Reed博士于2016年创办，聚焦心血管医疗器械领域，尝试在全球搜寻和授权前沿的医疗灵感和技术专利，并在中国进行产品开发和产业化。,上海科库医疗技术有限公司,上海阶梯医疗科技有限公司
14,新尖科技,股权转让,2021-03-12,北京市,新尖科技致力于心血管领域创新医疗器械的研发，公司以终为始，持续不断在心血管领域进行研发创新，使得优质心血管介入产品可惠及更多人群。公司核心团队具有丰富的临床经验，具有解决临床需求针对性研发设计创新医疗器械的经验，且拥有强大的资源整合能力。,北京新尖科技有限公司,上海阶梯医疗科技有限公司
15,泥丸医疗,天使轮,2020-12-23,珠海市,泥丸医疗成立于2020年，是一家集研发、委托研发和生产于一体的创新型医疗器械研发和CDMO企业，公司专注于介入行业的细分领域，擅长介入导丝、导管、球囊和支架的开发。致力于将技术服务于客户，提供高品质的介入耗材。,珠海泥丸医疗器械有限公司,上海阶梯医疗科技有限公司
16,Alpine Medical,天使轮,2024-01-01,-,Alpine Medical成立于2024年，运营总部位于上海，聚焦于心衰领域创新医疗器械的研发和产业化，致力于为全球患者提供安全有效且可负担的治疗方案。首款产品采用完全自主知识产权的泵体、导管和系统化集成设计，在介入尺寸、辅助流量和溶血等关键性能指标方面达到或超过主要竞品，有望成为全球最优质且成本较低的可扩张心室辅助系统之一。,-,上海阶梯医疗科技有限公司
17,珩畅医疗,A轮,2021-12-31,杭州市,珩畅医疗是一家医疗器械研发服务提供商，专注于从事静脉血栓智能化治疗器械领域的研发、生产和商业化，坚持创新研发、解决临床痛点，力求开发一系列具有核心自主知识产权的国际创新型医疗器械产品。,杭州珩畅医疗科技有限公司,上海阶梯医疗科技有限公司
18,小闯医疗,天使+轮,2024-11-11,苏州市,小闯医疗成立于2024年，是一家专注于医疗领域的医疗器械研发商。司以创新为核心驱动力，聚焦十二指肠脉冲电场消融（PFA）等前沿技术，致力于为消化与代谢疾病领域提供安全、高效、创新的治疗解决方案。,苏州小闯医疗科技有限公司,上海阶梯医疗科技有限公司
19,心纪元医疗,天使轮,2024-06-27,上海市,心纪元医疗成立于2022年，总部位于上海张江，专注于心脏瓣膜产品的创新与研发，致力于突破瓣膜性心脏疾病的治疗瓶颈，为全球瓣膜疾病患者提供更安全、更高效、更经济的医疗解决方案，秉承技术创新与临床需求相结合的理念，推出了具有突破性的聚合物瓣膜产品，有效集成了机械瓣和生物瓣的优势，具有使用寿命长、零钙化、低凝血、高生物相容性等优点，并极大降低了治疗成本，这一创新产品还有望解决国内瓣膜企业瓣叶材料依赖进口的问题，进一步推动国内医疗器械行业的发展。,上海心纪元创时代生命科学有限公司,上海阶梯医疗科技有限公司
20,洲瓴医疗,股权转让,2021-08-12,中山市,洲瓴医疗（InterHill MED）是一家以研发为驱动的创新型医疗设备企业，致力于为中国及全球患者提供高品质的医疗器械，治疗神经系统、心脑系统及其他危及生命的重大疾病。公司自2021年正式运营以来，通过自主研发及合作开发，建立了一条从临床前到临床阶段的丰富产品管线，构建了完整的电生理设备系统解决方案。,洲瓴（中山）医疗器械有限公司,上海阶梯医疗科技有限公司
1,御风未来,股权转让,2021-04-21,中山市,御风未来成立于2021年，是一家空中出行创新企业，致力于打造高安全、高性价比、绿色智能的eVTOL (电动垂直起降)飞行器，以“人人可享有的空中出行”为愿景，为未来城市立体交通空中出行提供解决方案。公司在上海和粤港澳大湾区均设有研发、制造、试飞等多个基地。,御风未来飞行科技（广东）有限公司,上海沃兰特航空科技股份有限公司
2,齐飞航空,天使轮,2022-01-17,苏州市,齐飞航空专注于研发电动垂直起降航空器，它不同于飞行汽车，是一种100%电动且可以垂直起降的纯粹飞行器。相比传统意义上内燃机动力固定翼飞行器，它可以不需要跑道。和普通的电动多旋翼飞行器相比，它更安静，也具有更长的续航里程，可以在城市内和城际间运行，也可以在大厦顶层或者停车场直接垂直起降，并且，其运营成本很低。,齐飞航空科技（苏州）有限责任公司,上海沃兰特航空科技股份有限公司
3,亿维特,A轮,2022-01-12,南京市,亿维特成立于2022年1月，是一家电动垂直起降飞行器研发商，专注于载人eVTOL（电动垂直起降飞行器）的研发、制造，致力于加速城市空中交通，为未来空中出行提供解决方案。,亿维特（南京）航空科技有限公司,上海沃兰特航空科技股份有限公司
4,时的科技,B+轮,2021-05-07,上海市,时的科技成立于2021年，作为国内率先自主研发倾转旋翼载人电动飞行器的科技企业，是业内最早一批专注于高商业价值载人eVTOL研发制造的科技公司，倾转旋翼复用动力系统，这种先进的设计在确保安全性的同时，也兼顾了经济性和研发效率，是实现更快速度、更高能效、更高出行效率和更安全出行工具的最佳方案。,上海时的科技有限公司,上海沃兰特航空科技股份有限公司
5,星恒长天,天使轮,2024-12-16,九江市,星恒长天成立于2024年，是一家专业从事电动垂直起降飞行器（eVTOL）研制的高科技公司。公司深耕高性能无人航空器、核心飞行控制系统等领域，现已形成“飞行器平台、智能飞控系统、云端调度平台”产品矩阵，已广泛应用于矿山、石化、电力、物流运输、安防巡检、应急消防等行业。,江西星恒长天技术有限公司,上海沃兰特航空科技股份有限公司
6,亿航智能,战略融资,2014-08-08,广州市,亿航智能成立于2014年，是一家无人驾驶航空器产品和解决方案研发商，致力于让每个人都享受到安全、自动、环保的空中交通，为全球多个行业领域客户提供各种自动驾驶飞行器产品和解决方案，覆盖城市空中交通（包括载人交通和物流运输），智慧城市管理和空中媒体等应用领域。,广州亿航智能技术有限公司,上海沃兰特航空科技股份有限公司
7,览翌航空,Pre-A轮,2023-05-16,合肥市,览翌航空成立于2023年5月，公司总部位于合肥，公司致力于提供更加安全、经济、绿色、智能的低空运输解决方案，公司主要产品有客运eVTOL和中型电动物流无人机。公司可为客户提供航空工程设计、咨询、试验、飞机产品及运营支持等服务。,合肥览翌航空科技有限公司,上海沃兰特航空科技股份有限公司
8,沃飞长空,股权转让,2016-04-22,成都市,沃飞长空成立于2016年，以低空出行业务为核心，一直致力于推动空中交通技术的创新和应用，自主研发的AE200为一型始终坚持正向开发与严格适航的5～6座级倾转动力纯电动垂直起降飞行器eVTOL（飞行汽车），坚持高性能、高安全、高舒适的设计要求，以更大的载重和航程，满足城市群内或市域间零排放、低噪音、高频次商业运营的使用需求。,四川沃飞长空科技股份有限公司,上海沃兰特航空科技股份有限公司
9,零重力飞机,B轮,2021-03-31,合肥市,零重力飞机成立于2021年3月，总部位于合肥高新区，以新能源航空器整机研制为核心，布局电动固定翼飞机（eCTOL）、电动垂直起降飞行器（eVTOL）等多型号产品，覆盖低空经济发展不同阶段的多元化应用场景。,零重力飞机工业（合肥）有限公司,上海沃兰特航空科技股份有限公司
10,Joby Aviation,战略融资,2020-07-03,-,Joby Aviation是一家开发全电动垂直起降飞机的运输公司，计划从2024年开始作为快速、安静和方便的空中出租车服务的一部分。这种飞机充一次电可飞行150英里，可搭载一名飞行员和四名乘客，最高时速可达200英里。它旨在帮助减少城市拥堵，加快向可持续交通模式的转变。,"Joby Aviation, Inc.",上海沃兰特航空科技股份有限公司
11,腾希航空,天使轮,2022-05-11,厦门市,腾希航空成立于2022年，是一家专业从事电动垂直起降飞行器（eVTOL）、无人自转旋翼机的研发、生产与应用服务的高科技企业，致力于打造安全、高效、绿色的电动垂直起降飞行器(eVTOL)和无人自转旋翼机。,厦门腾希航空科技有限公司,上海沃兰特航空科技股份有限公司
12,Volocopter,E+轮,2014-01-01,-,Volocopter是一家致力于用飞行出租车解决通勤问题的公司，专注于开发其飞行出租车，也是一款纯电动垂直起飞着陆的飞行器。,VOLOCOPTER GMBH,上海沃兰特航空科技股份有限公司
13,Doroni Aerospace,B轮,2016-11-01,-,Doroni Aerospace成立于2017年，是一家总部位于佛罗里达州的开创性电动垂直起降飞行器制造商，引领着个人空中出行的未来。以创新为核心，Doroni正通过其旗舰机型 ——Doroni H1-X（一款为日常便利而设计的尖端电动垂直起降飞行器）重新定义城市出行。在成功进行多次原型机飞行的基础上，该公司正在迅速推进，以加快H1-X的研发进程，使Doroni更接近其在2026年底推出该飞行器的目标。,-,上海沃兰特航空科技股份有限公司
14,必昂擎空,天使+轮,2021-12-07,北京市,必昂擎空成立于2021年，致力于电动垂直起降飞机的规模化应用，提供点对点货物运送和载人飞行的三维交通解决方案。,必昂擎空（北京）科技有限公司,上海沃兰特航空科技股份有限公司
15,Autonomous Flight,A轮,-,-,由序列技术企业家马丁·华纳（Martin Warner）于2017年创立的自主飞行公司（Autonomous Flight）正在建造Y6S Plus，这是一种电池供电的飞行器，旨在促进城市地区的短途运输。Autonomous Flight设计和制造电动VTOL飞机，用于城市和城际交通。,-,上海沃兰特航空科技股份有限公司
16,峰飞航空,B轮,2019-09-26,上海市,峰飞航空成立于2016年年底，总部位于中国上海，专门从事无人机的设计、研发、制造和服务。公司员工分布中国和欧洲等地，拥有一支高素质、专业化的研发与管理团队，以及行业数年的无人机技术储备。秉持着“通过差异化的无人机产品和服务，提供最佳的客户价值和体验。以客户为中心，以奋斗者为本。”的发展战略，致力于“成为智能航空领域的领航者”。,上海峰飞航空科技有限公司,上海沃兰特航空科技股份有限公司
17,安特狗航天,Pre-A轮,2024-01-29,深圳市,安特狗航天成立于2024年，是一家创新型Evtol公司，主要研发低空运载动力的载人飞行器，致力于改变人类出行方式，创造全新的飞行体验。,深圳市安特狗航天航空科技有限公司,上海沃兰特航空科技股份有限公司
18,折跃科技,天使轮,2025-06-13,深圳市,折跃科技成立于2025年，专注于业务范围：电机及飞控系统、整机设计制造、航空电子设备、可穿戴交互终端、软件算法及数据服务，拥有民用航空器生产与零部件设计双资质。,深圳市折跃科技有限公司,上海沃兰特航空科技股份有限公司
19,翊飞航空,A轮,2022-11-14,北京市,翊飞航空成立于2022年，是一家专注于新一代航空器研发、制造、销售及售后服务的公司，面对日益增长的航空物流需求，积极研发大型、智能和绿色的适航级无人运输机，力求在全球范围内提供优质的航空运输解决方案，助力低空经济发展，推动绿色航空未来。,翊飞航空科技（北京）有限公司,上海沃兰特航空科技股份有限公司
20,柘飞航空,天使+轮,2022-09-27,上海市,柘飞航空于2022年成立，致力于推动先进空中交通（AAM）发展，专注于提供适航级别的航电飞控软件系统（IVOS）以及能源系统（EPS）。公司的愿景是“加速可持续的先进空中交通”，旨在通过技术创新和合作，为电动垂直起降飞行器（eVTOL）和货运无人机等领域提供适航解决方案。,上海柘飞航空科技有限公司,上海沃兰特航空科技股份有限公司
1,亿维特,A轮,2022-01-12,南京市,亿维特成立于2022年1月，是一家电动垂直起降飞行器研发商，专注于载人eVTOL（电动垂直起降飞行器）的研发、制造，致力于加速城市空中交通，为未来空中出行提供解决方案。,亿维特（南京）航空科技有限公司,上海时的科技有限公司
2,御风未来,股权转让,2021-04-21,中山市,御风未来成立于2021年，是一家空中出行创新企业，致力于打造高安全、高性价比、绿色智能的eVTOL (电动垂直起降)飞行器，以“人人可享有的空中出行”为愿景，为未来城市立体交通空中出行提供解决方案。公司在上海和粤港澳大湾区均设有研发、制造、试飞等多个基地。,御风未来飞行科技（广东）有限公司,上海时的科技有限公司
3,瓦特科技Watt,种子轮,2021-08-17,北京市,瓦特科技-Watt是一家飞行器研发商，致力于为全球空中出行市场，研发电动载人垂直起降飞行器。公司创始团队主要来自于中国航天系统，融资资金将主要用于团队建设和公司发展等方面。目前瓦特科技正在研发eVTOL机型，将采用复合翼结构。瓦特科技-Watt致力于为全球空中出行市场，研发电动载人垂直起降飞行器。,瓦特空间（北京）科技有限公司,上海时的科技有限公司
4,沃兰特,C+轮,2021-06-01,上海市,沃兰特成立于2021年6月，是一家电动垂直起降飞行器研发商，专注于航空科技领域，致力于提供安全、环保、人人可负担的客运级飞行器，为未来空中出行提供解决方案，主要从事客运级eVTOL智能无人飞行器及其他智能无人飞行器的研发、生产及销售业务。,上海沃兰特航空科技股份有限公司,上海时的科技有限公司
5,沃飞长空,股权转让,2016-04-22,成都市,沃飞长空成立于2016年，以低空出行业务为核心，一直致力于推动空中交通技术的创新和应用，自主研发的AE200为一型始终坚持正向开发与严格适航的5～6座级倾转动力纯电动垂直起降飞行器eVTOL（飞行汽车），坚持高性能、高安全、高舒适的设计要求，以更大的载重和航程，满足城市群内或市域间零排放、低噪音、高频次商业运营的使用需求。,四川沃飞长空科技股份有限公司,上海时的科技有限公司
6,倍飞智航,天使轮,2022-09-09,绍兴市,倍飞智航，是由拥有核心技术的航空业资深专家联合建立的创新型科技企业，云集了国内外著名高校专家、航空业领军人才和多位专业契合的博士、硕士，涵盖飞行器设计、飞行控制、航电安全、电动力系统、适航、飞机金融租赁和运维等专业领域，专注载物和载人eVTOL（电动垂直起降飞行器）的设计、总装、取证、交付和市场销售，将配合用户开展运营。,倍飞智航（浙江）科技有限公司,上海时的科技有限公司
7,零重力飞机,B轮,2021-03-31,合肥市,零重力飞机成立于2021年3月，总部位于合肥高新区，以新能源航空器整机研制为核心，布局电动固定翼飞机（eCTOL）、电动垂直起降飞行器（eVTOL）等多型号产品，覆盖低空经济发展不同阶段的多元化应用场景。,零重力飞机工业（合肥）有限公司,上海时的科技有限公司
